# object_id timestamp x y
SPIRAL0,2014-12-24 01:44:07,90.0,0.0
SPIRAL1,2014-12-24 01:44:07,5.0,77.9422863406
SPIRAL2,2014-12-24 01:44:07,-45.0,8.66025403784
SPIRAL3,2014-12-24 01:44:07,-10.0,-3.67394039744e-15
SPIRAL4,2014-12-24 01:44:07,-45.0,-8.66025403784
SPIRAL5,2014-12-24 01:44:07,5.0,-77.9422863406
SPIRAL0,2014-12-24 01:44:17,89.8747895025,3.57469060403
SPIRAL1,2014-12-24 01:44:17,1.96492852818,76.4828323419
SPIRAL2,2014-12-24 01:44:17,-42.5973620204,6.97804664808
SPIRAL3,2014-12-24 01:44:17,-10.1214028039,2.7020370542
SPIRAL4,2014-12-24 01:44:17,-47.2774274822,-10.5527372521
SPIRAL5,2014-12-24 01:44:17,8.1564742757,-79.1848693961
SPIRAL0,2014-12-24 01:44:27,89.4999183816,7.12999892347
SPIRAL1,2014-12-24 01:44:27,-0.932334629677,74.8168238152
SPIRAL2,2014-12-24 01:44:27,-40.0866217273,5.51514797522
SPIRAL3,2014-12-24 01:44:27,-10.484851134,5.38475827975
SPIRAL4,2014-12-24 01:44:27,-49.4132966543,-12.6451468987
SPIRAL5,2014-12-24 01:44:27,11.4171857637,-80.201582095
SPIRAL0,2014-12-24 01:44:37,88.8776630647,10.6466619696
SPIRAL1,2014-12-24 01:44:37,-3.67624501477,72.9558304736
SPIRAL2,2014-12-24 01:44:37,-37.485542024,4.27921882298
SPIRAL3,2014-12-24 01:44:37,-11.0880694329,8.02896713884
SPIRAL4,2014-12-24 01:44:37,-51.3921210407,-14.9258807926
SPIRAL5,2014-12-24 01:44:37,14.7643144476,-80.9847976124
SPIRAL0,2014-12-24 01:44:47,88.0118020028,14.1056546101
SPIRAL1,2014-12-24 01:44:47,-6.2522148798,70.9126038973
SPIRAL2,2014-12-24 01:44:47,-34.8124308444,3.27650077847
SPIRAL3,2014-12-24 01:44:47,-11.9272806991,10.6157049399
SPIRAL4,2014-12-24 01:44:47,-53.1993711584,-17.3821553886
SPIRAL5,2014-12-24 01:44:47,18.1794955789,-81.5283088372
SPIRAL0,2014-12-24 01:44:57,86.9075923795,17.4883066629
SPIRAL1,2014-12-24 01:44:57,-8.6467029499,68.7009988193
SPIRAL2,2014-12-24 01:44:57,-32.0860281061,2.51177783569
SPIRAL3,2014-12-24 01:44:57,-12.9972297786,13.1263679263
SPIRAL4,2014-12-24 01:44:57,-54.8215642734,-20.0000844986
SPIRAL5,2014-12-24 01:44:57,21.6439327285,-81.8273667456
SPIRAL0,2014-12-24 01:45:07,85.5717377053,20.7764178017
SPIRAL1,2014-12-24 01:45:07,-10.8472977308,66.33588761
SPIRAL2,2014-12-24 01:45:07,-29.3253900005,1.98834700709
SPIRAL3,2014-12-24 01:45:07,-14.2912157702,15.5428221774
SPIRAL4,2014-12-24 01:45:07,-56.2463477048,-22.7647648088
SPIRAL5,2014-12-24 01:45:07,25.138513501,-81.8787097875
SPIRAL0,2014-12-24 01:45:17,84.0123464953,23.9523695654
SPIRAL1,2014-12-24 01:45:17,-12.842793851,63.8330684905
SPIRAL2,2014-12-24 01:45:17,-26.5497713333,1.70799810434
SPIRAL3,2014-12-24 01:45:17,-15.8011333469,17.8475156119
SPIRAL4,2014-12-24 01:45:17,-57.462575162,-25.6603676697
SPIRAL5,2014-12-24 01:45:17,28.6439271979,-81.6805841024
SPIRAL0,2014-12-24 01:45:27,82.238882288,26.9992337789
SPIRAL1,2014-12-24 01:45:27,-14.6232609663,61.209168038
SPIRAL2,2014-12-24 01:45:27,-23.7785066428,1.67100281302
SPIRAL3,2014-12-24 01:45:27,-17.517522738,20.0235864045
